,symbol
ENSG00000239686,ENSG00000239686
ENSG00000200105,RNU6-251P
ENSG00000249545,MCTP1-AS1
ENSG00000061492,WNT8A
ENSG00000249951,ENSG00000249951
ENSG00000231811,ENSG00000231811
ENSG00000164588,HCN1
ENSG00000249542,EEF1A1P21
ENSG00000279509,ENSG00000279509
ENSG00000289535,ENSG00000289535
ENSG00000197550,ENSG00000197550
ENSG00000146267,FAXC
ENSG00000204464,TMEM51-AS2
ENSG00000286295,ENSG00000286295
ENSG00000257817,TBX3-AS1
ENSG00000216368,RPL7AP36
ENSG00000289627,ENSG00000289627
ENSG00000212206,ENSG00000212206
ENSG00000253376,ENSG00000253376
ENSG00000189229,ENSG00000189229
ENSG00000230631,ENSG00000230631
ENSG00000254870,ATP6V1G2-DDX39B
ENSG00000237452,MEIOSIN
ENSG00000220105,ENSG00000220105
ENSG00000214417,KRT18P13
ENSG00000180934,OR56A1
ENSG00000169064,ZBBX
ENSG00000269332,GOLGA2P9
ENSG00000187481,HSD3BP1
ENSG00000012504,NR1H4
ENSG00000257070,ENSG00000257070
ENSG00000225271,NOLC1P1
ENSG00000278048,U2
ENSG00000234928,LINC01659
ENSG00000233540,DNM3-IT1
ENSG00000237567,LINC02836
ENSG00000255265,TMA16P1
ENSG00000224279,RPS29P31
ENSG00000240687,ENSG00000240687
ENSG00000228781,RPL21P84
ENSG00000230180,RPL12P49
ENSG00000229822,RPS15AP39
ENSG00000254861,ENSG00000254861
ENSG00000231569,ENSG00000231569
ENSG00000254957,ENSG00000254957
ENSG00000271257,ENSG00000271257
ENSG00000254692,ENSG00000254692
ENSG00000288987,ENSG00000288987
ENSG00000285555,ENSG00000285555
ENSG00000236708,SDK1-AS1
ENSG00000183644,HOATZ
ENSG00000254455,HIGD1AP10
ENSG00000231040,LINC01911
ENSG00000182223,ZAR1
ENSG00000231930,ENSG00000231930
ENSG00000244076,ENSG00000244076
ENSG00000262966,ENSG00000262966
ENSG00000260163,ENSG00000260163
ENSG00000200250,RNU6-1147P
ENSG00000239922,ENSG00000239922
ENSG00000207010,RNU6-318P
ENSG00000176318,FOXN3P1
ENSG00000202014,Y_RNA
ENSG00000283527,U6
ENSG00000228901,HMGN2P36
ENSG00000233117,LINC00702
ENSG00000270762,FXYD6P1
ENSG00000268884,ENSG00000268884
ENSG00000278971,ENSG00000278971
ENSG00000271163,NGRNP3
ENSG00000262500,MAPK8IP1P1
ENSG00000285000,ENSG00000285000
ENSG00000234115,IDH1P1
ENSG00000279206,ENSG00000279206
ENSG00000261044,ENSG00000261044
ENSG00000236838,ENSG00000236838
ENSG00000196893,ENSG00000196893
ENSG00000288696,ENSG00000288696
ENSG00000255572,ENSG00000255572
ENSG00000215311,NPM1P12
ENSG00000203688,LINC02487
ENSG00000164049,FBXW12
ENSG00000249263,PARP4P3
ENSG00000189196,LINC00994
ENSG00000186493,IRX2-DT
ENSG00000172324,OR5A2
ENSG00000242853,RN7SL749P
ENSG00000176495,OR5AN1
ENSG00000270457,ENSG00000270457
ENSG00000233541,RPL31P47
ENSG00000236928,ENSG00000236928
ENSG00000171446,KRT27
ENSG00000233383,ENSG00000233383
ENSG00000292434,KCNJ6-AS1
ENSG00000256286,ENSG00000256286
ENSG00000274973,BSNDP2
ENSG00000293599,ENSG00000293599
ENSG00000123171,CCDC70
ENSG00000244139,RN7SL397P
ENSG00000260014,LSM3P5
ENSG00000266101,ENSG00000266101
ENSG00000188488,SERPINA5
ENSG00000251032,CUL1P1
ENSG00000243516,RPL12P40
ENSG00000250253,ENSG00000250253
ENSG00000270664,ENSG00000270664
ENSG00000250302,LINC01618
ENSG00000186973,CFAP144
ENSG00000235746,CTBP2P2
ENSG00000080618,CPB2
ENSG00000257551,HLX-AS1
ENSG00000229613,LINC01501
ENSG00000151364,KCTD14
ENSG00000199035,MIR103A1
ENSG00000264494,MIR4650-2
ENSG00000270280,SMIM15P1
ENSG00000230659,ENSG00000230659
ENSG00000237856,ENSG00000237856
ENSG00000236913,RPS13P3
ENSG00000284692,ENSG00000284692
ENSG00000277965,Metazoa_SRP
ENSG00000288006,ENSG00000288006
ENSG00000228125,AKIRIN1P2
ENSG00000254321,ENSG00000254321
ENSG00000144810,COL8A1
ENSG00000171495,MROH2B
ENSG00000289321,ENSG00000289321
ENSG00000232075,MRPL35P2
ENSG00000228988,ENSG00000228988
ENSG00000231259,ANAPC1P2
ENSG00000230853,RPL10P11
ENSG00000287952,ENSG00000287952
ENSG00000278212,ENSG00000278212
ENSG00000243672,RPS3AP40
ENSG00000226516,FAM138B
ENSG00000253421,ZNHIT1P1
ENSG00000225521,SNED1-AS1
ENSG00000254510,ENSG00000254510
ENSG00000258184,ENSG00000258184
ENSG00000277386,ENSG00000277386
ENSG00000229081,LINC01165
ENSG00000288103,ENSG00000288103
ENSG00000243053,RPL31P58
ENSG00000272823,ENSG00000272823
ENSG00000265962,GACAT2
ENSG00000237425,RPSAP2
ENSG00000201372,RNU6-1251P
ENSG00000185594,SPATA8
ENSG00000276203,ANKRD20A3P
ENSG00000289107,ENSG00000289107
ENSG00000226185,TRIM64FP
ENSG00000287927,ENSG00000287927
ENSG00000232558,KCND3-IT1
ENSG00000212312,RNA5SP109
ENSG00000144063,MALL
ENSG00000289338,ENSG00000289338
ENSG00000229010,ENSG00000229010
ENSG00000145321,GC
ENSG00000280255,ENSG00000280255
ENSG00000214283,RAD51AP1P1
ENSG00000237767,LINC01370
ENSG00000178084,HTR3C
ENSG00000233847,ERCC8-AS1
ENSG00000233615,HNRNPA1P42
ENSG00000173389,IQCF1
ENSG00000102055,PPP1R2C
ENSG00000258604,ENSG00000258604
ENSG00000242209,RPL32P12
ENSG00000287206,ENSG00000287206
ENSG00000279223,ENSG00000279223
ENSG00000278995,ENSG00000278995
ENSG00000286333,ENSG00000286333
ENSG00000259277,ENSG00000259277
ENSG00000293146,ENSG00000293146
ENSG00000260594,ENSG00000260594
ENSG00000233316,DSCR10
ENSG00000200693,U3
ENSG00000170214,ADRA1B
ENSG00000226217,RPL19P1
ENSG00000225303,ENSG00000225303
ENSG00000154316,TDH
ENSG00000198944,SOWAHA
ENSG00000217239,RPL34P16
ENSG00000172139,SLC9C1
ENSG00000115380,EFEMP1
ENSG00000235197,ZNF33CP
ENSG00000237897,MATR3P3
ENSG00000266721,MIR5695
ENSG00000233652,CICP1
ENSG00000225191,ENSG00000225191
ENSG00000250728,ENSG00000250728
ENSG00000234639,ENSG00000234639
ENSG00000163081,CCDC140
ENSG00000256642,LINC00273
ENSG00000255977,ENSG00000255977
ENSG00000240412,RPL5P15
ENSG00000238420,RNU6-437P
ENSG00000226676,LINC02679
ENSG00000249799,SNRPCP13
ENSG00000255107,ENSG00000255107
ENSG00000235514,LLPHP2
ENSG00000293534,ENSG00000293534
ENSG00000260390,ENSG00000260390
ENSG00000207490,RNU6-987P
ENSG00000228380,MYL6BP1
ENSG00000200072,ENSG00000200072
ENSG00000279860,ENSG00000279860
ENSG00000285336,ENSG00000285336
ENSG00000293273,LILRP2
ENSG00000287335,ENSG00000287335
ENSG00000232379,RPL22P23
ENSG00000252461,ENSG00000252461
ENSG00000234418,ENSG00000234418
ENSG00000161798,AQP5
ENSG00000273106,PPM1B-DT
ENSG00000275642,Metazoa_SRP
ENSG00000237986,CELF2-AS2
ENSG00000253217,ENSG00000253217
ENSG00000203782,LORICRIN
ENSG00000277206,ENSG00000277206
ENSG00000293299,ENSG00000293299
ENSG00000264119,MIR4795
ENSG00000268614,ENSG00000268614
ENSG00000179170,OR7E97P
ENSG00000170923,OR7G2
ENSG00000104415,CCN4
ENSG00000285562,ENSG00000285562
ENSG00000197468,OR7E85BP
ENSG00000244717,RPS27P14
ENSG00000284393,ENSG00000284393
ENSG00000283314,LINC02357
ENSG00000259621,ENSG00000259621
ENSG00000175097,RAG2
ENSG00000254488,ENSG00000254488
ENSG00000212338,ENSG00000212338
ENSG00000234829,IFNA17
ENSG00000233671,CENPNP1
ENSG00000267112,ENSG00000267112
ENSG00000268652,ENSG00000268652
ENSG00000252902,RNA5SP342
ENSG00000244502,HDAC11-AS1
ENSG00000244044,RN7SL735P
ENSG00000237309,MTND2P6
ENSG00000236136,ADORA2BP1
ENSG00000182652,OR4Q3
ENSG00000216687,ENSG00000216687
ENSG00000277143,LILRA2P1
ENSG00000285122,PIGY-DT
ENSG00000200792,SNORA80A
ENSG00000253536,ENSG00000253536
ENSG00000185873,TMPRSS11B
ENSG00000238386,RNU7-48P
ENSG00000272164,ENSG00000272164
ENSG00000253141,ENSG00000253141
ENSG00000249048,TRAV31
ENSG00000240474,RN7SL116P
ENSG00000260326,PHB1P21
ENSG00000225766,DHRS4L1
ENSG00000267134,LINC01924
ENSG00000260597,ENSG00000260597
ENSG00000286967,ENSG00000286967
ENSG00000254316,ENSG00000254316
ENSG00000185610,DBX2
ENSG00000162040,HS3ST6
ENSG00000270017,ENSG00000270017
ENSG00000221879,MRPS21P3
ENSG00000253107,ENSG00000253107
ENSG00000186007,LEMD1
ENSG00000279674,ENSG00000279674
ENSG00000242696,RN7SL40P
ENSG00000145626,UGT3A1
ENSG00000258465,ENSG00000258465
ENSG00000289011,ENSG00000289011
ENSG00000170262,MRAP
ENSG00000287204,ENSG00000287204
ENSG00000204542,C6orf15
ENSG00000248494,LNX1-AS2
ENSG00000284809,ENSG00000284809
ENSG00000220256,ENSG00000220256
ENSG00000279875,ENSG00000279875
ENSG00000227175,BEND7-DT
ENSG00000286746,ENSG00000286746
ENSG00000112041,TULP1
ENSG00000259764,PCSK6-AS1
ENSG00000231106,LINC01436
ENSG00000223729,LINC02247
ENSG00000285401,ENSG00000285401
ENSG00000236404,VLDLR-AS1
ENSG00000235563,ENSG00000235563
ENSG00000223614,ZNF735
ENSG00000236680,PSMC3P1
ENSG00000256626,ENSG00000256626
ENSG00000290732,ENSG00000290732
ENSG00000216723,NUDT19P3
ENSG00000290691,STRCP1
ENSG00000236206,ENSG00000236206
ENSG00000240405,SAMMSON
ENSG00000224563,LPP-AS1
ENSG00000254242,ENSG00000254242
ENSG00000252634,RN7SKP219
ENSG00000263586,HID1-AS1
ENSG00000265038,PMM2P1
ENSG00000280009,ENSG00000280009
ENSG00000285594,LINC02856
ENSG00000253840,ENSG00000253840
ENSG00000279959,ENSG00000279959
ENSG00000254403,OR10Y1P
ENSG00000101327,PDYN
ENSG00000250436,LINC02499
ENSG00000171819,ANGPTL7
ENSG00000203520,ENSG00000203520
ENSG00000258966,GTF3AP2
ENSG00000230239,PDE4DIPP9
ENSG00000250685,ENSG00000250685
ENSG00000265976,MIR4725
ENSG00000287909,ENSG00000287909
ENSG00000284188,C1orf202
ENSG00000261538,ENSG00000261538
ENSG00000226912,ISCA2P1
ENSG00000189136,UBE2Q2P1
ENSG00000240056,ENSG00000240056
ENSG00000230873,STMND1
ENSG00000255255,PPP1R1AP1
ENSG00000222320,RNU6-1050P
ENSG00000240268,MOXD2P
ENSG00000241959,RN7SL76P
ENSG00000260634,ENSG00000260634
ENSG00000250455,ENSG00000250455
ENSG00000092009,CMA1
ENSG00000255835,ENSG00000255835
ENSG00000283166,ENSG00000283166
ENSG00000259155,STK16P1
ENSG00000178596,GAPDHP29
ENSG00000232667,ENSG00000232667
ENSG00000278301,GRAMD4P3
ENSG00000163612,FAM86KP
ENSG00000292372,WASH6P
ENSG00000043355,ZIC2
ENSG00000178734,LMO7DN
ENSG00000180913,OR56B3P
ENSG00000232188,ENSG00000232188
ENSG00000130287,NCAN
ENSG00000200926,RNU6-960P
ENSG00000291216,ENSG00000291216
ENSG00000277568,ENSG00000277568
ENSG00000223811,ENSG00000223811
ENSG00000271568,ENSG00000271568
ENSG00000216548,ENSG00000216548
ENSG00000286016,ENSG00000286016
ENSG00000235397,EPN2-AS1
ENSG00000258722,CKAP2P1
ENSG00000154493,C10orf90
ENSG00000139445,FOXN4
ENSG00000275681,ENSG00000275681
ENSG00000199846,RNU1-72P
ENSG00000229707,SKP1P3
ENSG00000180264,ADGRD2
ENSG00000264767,RN7SL237P
ENSG00000287156,ENSG00000287156
ENSG00000206922,RNU6-80P
ENSG00000214745,GOT2P6
ENSG00000228778,ENSG00000228778
ENSG00000224995,LINC01526
ENSG00000275107,MIR6782
ENSG00000101251,SEL1L2
ENSG00000196805,SPRR2B
ENSG00000280418,ENSG00000280418
ENSG00000214629,RPSAP6
ENSG00000288585,ENSG00000288585
ENSG00000286867,ENSG00000286867
ENSG00000251883,RNU6ATAC17P
ENSG00000232400,RAD17P1
ENSG00000200060,Y_RNA
ENSG00000270620,ENSG00000270620
ENSG00000228349,RPS26P4
ENSG00000249055,TBCAP3
ENSG00000252214,RNU6-542P
ENSG00000282879,ENSG00000282879
ENSG00000113946,CLDN16
ENSG00000202260,RN7SKP69
ENSG00000172478,MAB21L4
ENSG00000235990,RPL23AP20
ENSG00000186471,AKAP14
ENSG00000234523,NDUFB1P2
ENSG00000227924,RBPJP6
ENSG00000212342,ENSG00000212342
ENSG00000264906,MIR4494
ENSG00000259093,ENSG00000259093
ENSG00000259076,ENSG00000259076
ENSG00000227538,HNRNPFP1
ENSG00000240265,H1-8P1
ENSG00000286712,ENSG00000286712
ENSG00000227110,LMCD1-AS1
ENSG00000274054,MIR4727
ENSG00000248817,PMPCAP1
ENSG00000231458,RNASEH1P2
ENSG00000266237,ENSG00000266237
ENSG00000286621,ENSG00000286621
ENSG00000280440,ENSG00000280440
ENSG00000236594,RPS27AP14
ENSG00000118903,BTF3P11
ENSG00000287259,ENSG00000287259
ENSG00000228005,ENSG00000228005
ENSG00000197254,ENSG00000197254
ENSG00000278250,Metazoa_SRP
ENSG00000254948,OR7E158P
ENSG00000264490,ENSG00000264490
ENSG00000236054,SYN3-AS1
ENSG00000234979,ENSG00000234979
ENSG00000222760,RNU4-53P
ENSG00000086991,NOX4
ENSG00000230282,RPL7P61
ENSG00000101892,ATP1B4
ENSG00000217231,ENSG00000217231
ENSG00000235029,MNX1-AS2
ENSG00000280394,ENSG00000280394
ENSG00000283503,LINC01902
ENSG00000198062,POTEH
ENSG00000164488,DACT2
ENSG00000204982,PRSS3P4
ENSG00000199290,Y_RNA
ENSG00000157005,SST
ENSG00000081818,PCDHB4
ENSG00000242216,RN7SL97P
ENSG00000225215,SMARCE1P1
ENSG00000108516,ENSG00000108516
ENSG00000255370,CYCSP25
ENSG00000278077,ENSG00000278077
ENSG00000287084,ENSG00000287084
ENSG00000207701,MIR597
ENSG00000262198,ENSG00000262198
ENSG00000286540,ENSG00000286540
ENSG00000261970,ENSG00000261970
ENSG00000229492,ENSG00000229492
ENSG00000273965,ENSG00000273965
ENSG00000272121,ENSG00000272121
ENSG00000207094,ENSG00000207094
ENSG00000254813,LINC03019
ENSG00000255088,ENSG00000255088
ENSG00000232215,OR2L6P
ENSG00000215223,CYP51A1P3
ENSG00000108242,CYP2C18
ENSG00000243584,PRICKLE1P1
ENSG00000206815,RNU6-483P
ENSG00000263798,ENSG00000263798
ENSG00000164093,PITX2
ENSG00000147724,FAM135B
ENSG00000207007,RNU6-891P
ENSG00000234627,NUS1P3
ENSG00000251898,SCARNA11
ENSG00000207435,RNU6-114P
ENSG00000243316,GUCY2GP
ENSG00000293430,ENSG00000293430
ENSG00000254285,KRT8P3
ENSG00000226541,RPL36P10
ENSG00000114786,ABHD14A-ACY1
ENSG00000221033,MIR1272
ENSG00000266877,ENSG00000266877
ENSG00000207155,RNY1P14
ENSG00000267418,ELOCP29
ENSG00000238283,TBC1D3P1
ENSG00000234683,ENSG00000234683
ENSG00000279421,ENSG00000279421
ENSG00000213157,RPL32P10
ENSG00000241671,KIAA1328P1
ENSG00000257228,ENSG00000257228
ENSG00000237360,CHCHD4P2
ENSG00000200114,RNA5SP123
ENSG00000267166,ENSG00000267166
ENSG00000239590,OR1J4
ENSG00000235967,COX5BP3
ENSG00000205716,FAM183DP
ENSG00000232190,LINC02181
ENSG00000275630,ENSG00000275630
ENSG00000272748,ENSG00000272748
ENSG00000254804,ENSG00000254804
ENSG00000232905,ENSG00000232905
ENSG00000242973,TDRD6-AS1
ENSG00000131808,FSHB
ENSG00000277817,MIR6738
ENSG00000277588,MIR6806
ENSG00000271771,ENSG00000271771
ENSG00000255850,RXYLT1-AS1
ENSG00000248029,ENSG00000248029
ENSG00000248610,HSPA8P4
ENSG00000258676,ENSG00000258676
ENSG00000270052,ENSG00000270052
ENSG00000233357,RPL30P15
ENSG00000285563,ENSG00000285563
ENSG00000200118,Y_RNA
ENSG00000256756,TIMM17BP1
ENSG00000227954,TARID
ENSG00000243976,RN7SL523P
ENSG00000205863,C1QTNF9B
ENSG00000257113,ENSG00000257113
ENSG00000283033,ENSG00000283033
ENSG00000269321,ENSG00000269321
ENSG00000100033,PRODH
ENSG00000213972,ENSG00000213972
ENSG00000211783,TRAV9-1
ENSG00000288023,ENSG00000288023
ENSG00000229435,PIP5K1P2
ENSG00000225473,ATP13A4-AS1
ENSG00000252068,RNU6-390P
ENSG00000293384,ENSG00000293384
ENSG00000187806,TMEM202
ENSG00000206646,Y_RNA
ENSG00000232968,EIF4EP4
ENSG00000257517,ENSG00000257517
ENSG00000151388,ADAMTS12
ENSG00000121904,CSMD2
ENSG00000240553,ENSG00000240553
ENSG00000232310,LINC03002
ENSG00000250080,ENSG00000250080
ENSG00000259995,ENSG00000259995
ENSG00000226425,CYP26C1-DT
ENSG00000289983,ENSG00000289983
ENSG00000158077,NLRP14
ENSG00000287894,ENSG00000287894
ENSG00000165935,SMCO2
ENSG00000242922,RPL21P104
ENSG00000201118,Y_RNA
ENSG00000241935,HOGA1
ENSG00000288084,ENSG00000288084
ENSG00000143469,SYT14
ENSG00000222078,RN7SKP110
ENSG00000139144,PIK3C2G
ENSG00000248281,ENSG00000248281
ENSG00000234715,SLC26A5-AS1
ENSG00000237324,ENSG00000237324
ENSG00000200893,RNU6-944P
ENSG00000234714,ENSG00000234714
ENSG00000223872,ENSG00000223872
ENSG00000200065,Y_RNA
ENSG00000230356,NCAPD2P1
ENSG00000259705,FBN1-DT
ENSG00000204894,ENSG00000204894
ENSG00000224585,ENSG00000224585
ENSG00000289973,ENSG00000289973
ENSG00000252898,RNU6-1096P
ENSG00000253384,ABRAXAS1P2
ENSG00000224400,ENSG00000224400
ENSG00000252294,RNU6-589P
ENSG00000249262,ENSG00000249262
ENSG00000286663,ENSG00000286663
ENSG00000241395,RN7SL344P
ENSG00000199444,Y_RNA
ENSG00000285519,ENSG00000285519
ENSG00000228882,CICP9
ENSG00000239910,RN7SL530P
ENSG00000249894,ENSG00000249894
ENSG00000289367,ENSG00000289367
ENSG00000238022,LMX1A-AS1
ENSG00000261481,CARHSP1-DT
ENSG00000283176,ENSG00000283176
ENSG00000212329,RNU6-316P
ENSG00000223452,HMGN2P18
ENSG00000238966,ENSG00000238966
ENSG00000202229,RNU6-1138P
ENSG00000285815,GET1-SH3BGR
ENSG00000250493,ENSG00000250493
ENSG00000155897,ADCY8
ENSG00000257582,LINC01475
ENSG00000286492,ENSG00000286492
ENSG00000288574,ENSG00000288574
ENSG00000212497,RNA5SP465
ENSG00000256243,RPL7AP3
ENSG00000231206,HNRNPA1P25
ENSG00000271339,ENSG00000271339
ENSG00000266287,MIR3683
ENSG00000256120,SOX5-AS1
ENSG00000157103,SLC6A1
ENSG00000270314,ENSG00000270314
ENSG00000213498,TPT1P13
ENSG00000251668,ENSG00000251668
ENSG00000171243,SOSTDC1
ENSG00000232953,HSPA8P18
ENSG00000156006,NAT2
ENSG00000233444,ENSG00000233444
ENSG00000252143,ENSG00000252143
ENSG00000235124,KRT8P17
ENSG00000204637,ARPP19P2
ENSG00000291109,CES1P1
ENSG00000223880,LINC01078
ENSG00000273198,ENSG00000273198
ENSG00000203972,GLYATL3
ENSG00000289968,ENSG00000289968
ENSG00000289593,ENSG00000289593
ENSG00000228874,RPS24P10
ENSG00000267773,ENSG00000267773
ENSG00000291019,AACSP1
ENSG00000203733,GJE1
ENSG00000250822,LINC02111
ENSG00000239641,PLS1-AS1
ENSG00000289472,ENSG00000289472
ENSG00000232959,KIFAP3-AS1
ENSG00000005421,PON1
ENSG00000273407,ENSG00000273407
ENSG00000206790,Y_RNA
ENSG00000262445,ENSG00000262445
ENSG00000214702,COMMD4P2
ENSG00000270390,SFXN4P1
ENSG00000224340,RPL21P21
ENSG00000287247,ENSG00000287247
ENSG00000258921,ENSG00000258921
ENSG00000293293,ENSG00000293293
ENSG00000278147,ENSG00000278147
ENSG00000253632,ENSG00000253632
ENSG00000229120,CYCSP4
ENSG00000207412,RNU6-455P
ENSG00000170324,FRMPD2
ENSG00000148942,SLC5A12
ENSG00000252126,RNU6-313P
ENSG00000224535,LINC02771
ENSG00000241709,RN7SL265P
ENSG00000162456,KNCN
ENSG00000266307,MIR5093
ENSG00000242978,PPIAP83
ENSG00000172350,ABCG4
ENSG00000270791,DPRXP6
ENSG00000235955,CICP20
ENSG00000252101,RNU6-758P
ENSG00000145861,C1QTNF2
ENSG00000213924,HNRNPH1P2
ENSG00000241723,RPL15P6
ENSG00000237492,OR2L9P
ENSG00000229657,RPL13AP11
ENSG00000287413,ENSG00000287413
ENSG00000206859,RNU6-767P
ENSG00000232238,RPS29P8
ENSG00000258981,COX5AP2
ENSG00000174914,OR9G1
ENSG00000265272,RN7SL693P
ENSG00000254983,ENSG00000254983
ENSG00000187955,COL14A1
ENSG00000231373,GNA14-AS1
ENSG00000259175,ENSG00000259175
ENSG00000260445,ENSG00000260445
ENSG00000173404,INSM1
ENSG00000267211,ENSG00000267211
ENSG00000255814,LINC02439
ENSG00000130173,ANGPTL8
ENSG00000128617,OPN1SW
ENSG00000201442,Y_RNA
ENSG00000223863,LINC01805
ENSG00000228961,LINC01690
ENSG00000259628,ENSG00000259628
ENSG00000215973,MIR933
ENSG00000287361,ENSG00000287361
ENSG00000238304,RNU7-50P
ENSG00000258544,GLRXP2
ENSG00000268234,FKBP4P6
ENSG00000270285,RPS27P30
ENSG00000244677,RN7SL706P
ENSG00000264834,ENSG00000264834
ENSG00000261291,ENSG00000261291
ENSG00000236268,LINC01361
ENSG00000202297,RNY3P12
ENSG00000224363,ENSG00000224363
ENSG00000291170,ENSG00000291170
ENSG00000081277,PKP1
ENSG00000232000,CLCN3P1
ENSG00000271681,ENSG00000271681
ENSG00000229722,ENSG00000229722
ENSG00000179626,OR6C4
ENSG00000217557,ENSG00000217557
ENSG00000235619,RPL36AP33
ENSG00000242411,ENSG00000242411
ENSG00000225624,TBL1YP1
ENSG00000171234,UGT2B7
ENSG00000152822,GRM1
ENSG00000293588,ENSG00000293588
ENSG00000224511,LINC00365
ENSG00000257350,ENSG00000257350
ENSG00000186092,OR4F5
ENSG00000228551,SNRPGP9
ENSG00000142661,MYOM3
ENSG00000236888,RPS20P5
ENSG00000291108,SEPTIN7P11
ENSG00000258837,ENSG00000258837
ENSG00000233002,TBC1D26-AS1
ENSG00000223487,FRMPD4-AS1
ENSG00000229528,ENSG00000229528
ENSG00000198923,ENSG00000198923
ENSG00000286113,ENSG00000286113
ENSG00000230813,ENSG00000230813
ENSG00000234569,RAD1P1
ENSG00000263637,ENSG00000263637
ENSG00000288779,ENSG00000288779
ENSG00000242290,ZBTB20-AS5
ENSG00000213526,SETP8
ENSG00000243085,ENSG00000243085
ENSG00000188801,ZNF322P1
ENSG00000248618,ENPP7P3
ENSG00000168418,KCNG4
ENSG00000187823,RTL4
ENSG00000235056,ENSG00000235056
ENSG00000273956,ENSG00000273956
ENSG00000239428,GM2AP2
ENSG00000175772,LINC01106
ENSG00000260328,ENSG00000260328
ENSG00000199594,RNU6-1301P
ENSG00000264177,ENSG00000264177
ENSG00000282924,ENSG00000282924
ENSG00000288090,ENSG00000288090
ENSG00000240097,MTERF1P1
ENSG00000262003,ENSG00000262003
ENSG00000287903,ENSG00000287903
ENSG00000223450,ENSG00000223450
ENSG00000238029,RALBP1P2
ENSG00000253015,RN7SKP64
ENSG00000206647,ENSG00000206647
ENSG00000241942,RPS20P20
ENSG00000060718,COL11A1
ENSG00000286592,LINC02885
ENSG00000225360,ENSG00000225360
ENSG00000215263,ENSG00000215263
ENSG00000187589,TERF1P2
ENSG00000226722,LINC00424
ENSG00000234217,RBPJP7
ENSG00000256093,ENSG00000256093
ENSG00000279294,ENSG00000279294
ENSG00000290560,ENSG00000290560
ENSG00000207607,MIR200A
ENSG00000253079,NRON
ENSG00000227187,RPL21P31
ENSG00000228016,RAPGEF4-AS1
ENSG00000231407,GORAB-AS1
ENSG00000213721,HMGN2P30
ENSG00000127241,MASP1
ENSG00000272371,ENSG00000272371
ENSG00000290756,ENSG00000290756
ENSG00000286087,ENSG00000286087
ENSG00000231244,PSMC1P3
ENSG00000229433,LINC02069
ENSG00000250090,ENSG00000250090
ENSG00000231568,S100A11P7
ENSG00000265180,MIR4790
ENSG00000044524,EPHA3
ENSG00000280092,ENSG00000280092
ENSG00000293198,ENSG00000293198
ENSG00000215553,KRT18P3
ENSG00000267597,RPIAP1
ENSG00000265565,MIR3143
ENSG00000293206,ENSG00000293206
ENSG00000278083,ENSG00000278083
ENSG00000167157,PRRX2
ENSG00000224570,ENSG00000224570
ENSG00000261624,NDUFB10P2
ENSG00000151846,PABPC3
ENSG00000222429,RNU6-955P
ENSG00000276102,MIR6747
ENSG00000288814,ENSG00000288814
ENSG00000237211,SETP4
ENSG00000272537,ENSG00000272537
ENSG00000171564,FGB
ENSG00000258956,COX4I1P1
ENSG00000286871,ENSG00000286871
ENSG00000265684,RN7SL378P
ENSG00000255411,LINC02548
ENSG00000260963,LINC03064
ENSG00000254153,LINC02950
ENSG00000275427,ENSG00000275427
ENSG00000254418,SPON1-AS1
ENSG00000168631,MUCL3
ENSG00000224916,APOC4-APOC2
ENSG00000222069,RN7SKP285
ENSG00000242818,RN7SL846P
ENSG00000281692,PACRG-AS1
ENSG00000185078,RPL9P14
ENSG00000242990,RPL13AP23
ENSG00000231366,RPS26P40
ENSG00000241411,ENSG00000241411
ENSG00000223707,SFR1P2
ENSG00000214362,RPS3AP36
ENSG00000268864,ENSG00000268864
ENSG00000287422,ENSG00000287422
ENSG00000291285,ENSG00000291285
ENSG00000232527,LINC02802
ENSG00000256904,A2ML1-AS2
ENSG00000253080,RNA5SP373
ENSG00000235711,ANKRD34C
ENSG00000255292,ENSG00000255292
ENSG00000214252,AZGP1P2
ENSG00000122194,PLG
ENSG00000080224,EPHA6
ENSG00000289966,ENSG00000289966
ENSG00000226028,PFN1P12
ENSG00000151631,AKR1C6P
ENSG00000126950,TMEM35A
ENSG00000229278,ENSG00000229278
ENSG00000148702,HABP2
ENSG00000288577,ENSG00000288577
ENSG00000273186,ENSG00000273186
ENSG00000213239,NPM1P32
ENSG00000257643,ENSG00000257643
ENSG00000233876,GAPDHP68
ENSG00000206660,Y_RNA
ENSG00000225448,ENSG00000225448
ENSG00000223506,SLC20A1P1
ENSG00000251610,EVA1CP6
ENSG00000279571,ENSG00000279571
ENSG00000212769,HMGN2P8
ENSG00000244743,RPL35AP27
ENSG00000206978,Y_RNA
ENSG00000249917,LINC00536
ENSG00000257741,LINC01490
ENSG00000272872,ENSG00000272872
ENSG00000224057,EGFR-AS1
ENSG00000278998,ENSG00000278998
ENSG00000288986,ENSG00000288986
ENSG00000239524,RPL32P34
ENSG00000224761,CCNYL4
ENSG00000165474,GJB2
ENSG00000238120,LINC01589
ENSG00000128276,RFPL3
ENSG00000142677,IL22RA1
ENSG00000235480,ENSG00000235480
ENSG00000243864,RPS3AP50
ENSG00000225172,ENSG00000225172
ENSG00000223525,RABGAP1L-IT1
ENSG00000283117,MGC4859
ENSG00000224463,RPL39P14
ENSG00000255790,ENSG00000255790
ENSG00000244247,LINC01995
ENSG00000225655,ENSG00000225655
ENSG00000231996,ENSG00000231996
